Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22054821,"বুদ্ধির ঝিলিক (তিন গোয়েন্দা, #৪৪)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",4,4.16,Sheba Prokashoni,Paperback,,,,2017/01/01,2017/04/20,,,read,,,,1,0
22054827,"গোলাপি মুক্তো (তিন গোয়েন্দা, #৪৫)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",4,3.91,Sheba Prokashoni,Paperback,,,,2017/01/01,2016/11/22,,,read,,,,1,0
22068975,"নিশাচর (তিন গোয়েন্দা, #৫৯)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",4,3.58,সেবা প্রকাশনী,Paperback,,1992,1992,2017/01/01,2017/04/20,,,read,,,,1,0
22068971,"প্রাচীন মুর্তি (তিন গোয়েন্দা, #৫৮)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",4,3.78,Sheba Prokashoni,Paperback,,,,,2017/04/20,,,read,,,,1,0
22052295,"কালো জাহাজ (তিন গোয়েন্দা, #৩৬)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",4,3.83,সেবা প্রকাশনী,Paperback,,1989,,,2017/04/20,,,read,,,,1,0
22052292,"ভয়াল গিরি (তিন গোয়েন্দা, #৩৫)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",3,3.64,সেবা প্রকাশনী,Paperback,,1989,,,2017/04/20,,,read,,,,1,0
22052291,"আবার সম্মেলন (তিন গোয়েন্দা, #৩৪)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",5,3.60,সেবা প্রকাশনী,Paperback,,1989,,,2017/04/20,,,read,,,,1,0
10889496,The World of Harry Potter Poster Book (Harry Potter Movie Tie-In),Scholastic Inc.,"Inc., Scholastic",,"=""0545312132""","=""9780545312134""",5,4.41,Scholastic Inc.,Hardcover,128,2011,2011,2017/04/19,2017/04/20,,,read,"Just  awesome!  now, its on my table... <3 যদিও এটা বই না, আর্টপেপারে লার্জ সাইজ এ ভিতরের পোস্টারগুলা দারুউউউউউন।",,,1,1
20746249,চোরাবালি,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",4,4.22,আনন্দ,Hardcover,34,1970,1970,,2017/04/20,,,read,,,,1,0
18003156,"তিন গোয়েন্দা ভলিউম ১০ (তিন গোয়েন্দা, #৪০,৪১,৪২)",Rakib Hassan,"Hassan, Rakib",,"=""9841612429""","=""""",5,4.41,সেবা প্রকাশনী,Paperback,253,1992,1992,2017/01/01,2017/04/19,,,read,,,,1,1
18003169,"তিন গোয়েন্দা ভলিউম ১৬ (তিন গোয়েন্দা, #৫৮,৫৯,৬০)",Rakib Hassan,"Hassan, Rakib",,"=""9841613735""","=""""",5,4.28,সেবা প্রকাশনী,Paperback,272,1999,1999,2017/01/01,2017/04/19,,,read,,,,1,1
18003157,"তিন গোয়েন্দা ভলিউম ১১ (তিন গোয়েন্দা, #৪৩,৪৪,৪৫)",Rakib Hassan,"Hassan, Rakib",,"=""9841612445""","=""""",5,4.48,সেবা প্রকাশনী,Paperback,232,1993,1993,,2017/04/19,,,read,,,,1,0
17698548,কেউ বোঝে না,Samaresh Majumdar,"Majumdar, Samaresh",,"=""8177563742""","=""""",4,3.43,Ananda Publishers Pvt. Ltd.,Hardcover,142,2004,2004,,2017/04/19,,,read,,,,1,0
20746186,অর্থমনর্থম্‌,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",4,4.27,আনন্দ,Hardcover,27,1970,1970,,2017/04/18,,,read,,,,1,0
20746176,মাকড়সার রস,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",3,3.91,আনন্দ,Hardcover,12,1970,1970,2017/04/17,2017/04/18,,,read,,,,1,0
20746164,সীমন্ত-হীরা,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",3,3.80,আনন্দ,,182,1970,1970,2017/04/19,2017/04/18,,,read,,,,1,0
3157876,Do-It-Yourself Book (Diary of a Wimpy Kid),Jeff Kinney,"Kinney, Jeff",,"=""0810979772""","=""9780810979772""",0,4.18,Harry N. Abrams,Hardcover,224,2008,2007,,2017/04/18,to-read,to-read (#179),to-read,,,,0,0
30051627,"Double Down (Diary of a Wimpy Kid, #11)",Jeff Kinney,"Kinney, Jeff",,"=""""","=""""",0,4.27,Amulet Books,Hardcover,217,2016,2016,,2017/04/18,to-read,to-read (#178),to-read,,,,0,0
25222064,"Old School (Diary of a Wimpy Kid, #10)",Jeff Kinney,"Kinney, Jeff",,"=""1419717014""","=""9781419717017""",0,4.31,Amulet Books,Hardcover,224,2015,2015,,2017/04/18,to-read,to-read (#177),to-read,,,,0,0
21535019,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,"Kinney, Jeff",,"=""141971189X""","=""9781419711893""",0,4.34,Amulet Books,Hardcover,224,2014,2014,,2017/04/18,to-read,to-read (#176),to-read,,,,0,0
17733898,"Hard Luck (Diary of a Wimpy Kid, #8)",Jeff Kinney,"Kinney, Jeff",,"=""1419711326""","=""9781419711329""",0,4.29,Amulet Books,Hardcover,217,2013,2013,,2017/04/18,to-read,to-read (#175),to-read,,,,0,0
13563669,"The Third Wheel (Diary of a Wimpy Kid, #7)",Jeff Kinney,"Kinney, Jeff",,"=""1419705849""","=""9781419705847""",0,4.21,Amulet Books,Hardcover,224,2012,2012,,2017/04/18,to-read,to-read (#174),to-read,,,,0,0
11254250,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,"Kinney, Jeff",,"=""1419702238""","=""9781419702235""",0,4.24,Amulet Books,Hardcover,224,2011,2011,,2017/04/18,to-read,to-read (#173),to-read,,,,0,0
7823678,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,"Kinney, Jeff",,"=""0810984911""","=""9780810984912""",0,4.19,Amulet books,Hardcover,217,2010,2010,,2017/04/18,to-read,to-read (#172),to-read,,,,0,0
6578293,"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,"Kinney, Jeff",,"=""0810983915""","=""9780810983915""",0,4.17,Amulet Books,Paperback,218,2009,2009,,2017/04/18,to-read,to-read (#171),to-read,,,,0,0
3293821,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,"Kinney, Jeff",,"=""0810970686""","=""9780810970687""",0,4.15,Amulet Books,Hardcover,218,2009,2009,,2017/04/18,to-read,to-read (#170),to-read,,,,0,0
1809465,"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney,"Kinney, Jeff",,"=""0810994739""","=""9780810994737""",0,4.15,Amulet Books,Hardcover,226,2008,2008,,2017/04/18,to-read,to-read (#169),to-read,,,,0,0
389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"Kinney, Jeff",,"=""0810993139""","=""9780810993136""",0,3.99,Amulet Books,Hardcover,226,2007,2007,,2017/04/18,to-read,to-read (#168),to-read,,,,0,0
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594631764""",0,4.07,Riverhead Books,Hardcover,404,2013,2012,,2017/04/11,to-read,to-read (#163),to-read,,,,0,1
34385484,কাদ্যুসেয়াস,জাহিদ হোসেন,"হোসেন, জাহিদ",,"=""9848729440""","=""""",4,3.76,বাতিঘর প্রকাশনী,Hardcover,290,2017,2017,2017/04/15,2017/04/13,,,read,,,,1,1
864890,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",,"=""0747550999""","=""9780747550990""",5,4.57,Bloomsbury Publishing,Paperback,636,2000,2000,,2017/04/15,,,read,,,,1,1
224912,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.43,Bloomsbury Publishing,Paperback,251,1998,1998,,2017/04/17,,,read,,,,1,1
17663753,কিশোর উপন্যাসসমগ্র ১,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9848485023""","=""""",5,4.52,জ্ঞানকোষ প্রকাশনী,Hardcover,504,1995,1995,,2017/01/12,,,read,,,,1,1
17663768,কিশোর উপন্যাসসমগ্র ২,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844101689""","=""""",5,4.38,জ্ঞানকোষ প্রকাশনী,Hardcover,536,2000,2000,,2017/01/12,,,read,,,,1,1
17663785,কিশোর উপন্যাসসমগ্র ৩,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9848485074""","=""""",5,4.40,জ্ঞানকোষ প্রকাশনী,Hardcover,564,2005,2005,,2017/01/12,,,read,,,,1,1
25858273,কিশোর উপন্যাসসমগ্র ৪,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789848933565""",5,4.14,জ্ঞানকোষ প্রকাশনী,Hardcover,624,2011,2011,,2017/01/12,,,read,,,,1,1
34463408,আই অ্যাম পিলগ্রিম,Terry Hayes,"Hayes, Terry",Shahed Zaman,"=""""","=""""",0,4.28,বাতিঘর প্রকাশনী,Hardcover,672,2017,2013,,2017/04/17,to-read,to-read (#167),to-read,,,,0,0
34632641,হেডহান্টারস,Jo Nesbø,"Nesbø, Jo",Shahed Zaman,"=""""","=""""",0,3.80,বাতিঘর প্রকাশনী,Hardcover,302,2017,2008,,2017/04/16,to-read,to-read (#166),to-read,,,,0,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",5,4.28,Houghton Mifflin,Paperback,366,2002,1937,,2017/04/16,,,read,,,,1,0
20746155,পথের কাঁটা,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",4,4.17,আনন্দ,Hardcover,182,1970,1970,,2017/04/16,,,read,,,,1,0
20746143,সত্যান্বেষী,Sharadindu Bandyopadhyay,"Bandyopadhyay, Sharadindu",,"=""""","=""""",4,4.16,আনন্দ,Hardcover,18,1970,1970,2017/04/17,2017/04/16,,,read,,,,1,0
29086710,নীল পাহাড়,Obayed Haq,"Haq, Obayed",,"=""""","=""9847013305163""",5,4.51,কাকলী প্রকাশনী ,Hardcover,112,2015,2015,2017/01/01,2016/11/04,,,read,,,,1,1
6771443,Coraline and Other Stories,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""1408803453""","=""9781408803455""",4,4.11,Bloomsbury Publishing PLC,Paperback,278,2009,2009,2017/01/01,2017/04/11,,,read,,,,1,0
12605351,সেরা সত্যজিৎ,Satyajit Ray,"Ray, Satyajit",,"=""8172150318""","=""9788172150310""",4,4.65,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,,1991,1991,2017/01/01,2016/04/06,,,read,,,,1,0
33938892,"ওজের জাদুকর (Oz, #1)",L. Frank Baum,"Baum, L. Frank",,"=""""","=""9847003300055""",4,3.99,,,,,1900,2017/01/01,2017/03/01,,,read,,,,1,0
22052305,"বাক্সটা প্রয়োজন (তিন গোয়েন্দা, #৪০)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",5,4.05,সেবা প্রকাশনী,Paperback,,1990,,2017/01/01,2016/11/25,,,read,,,,1,0
20929187,এনিম্যান,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789849087151""",3,3.36,সময়,Hardcover,128,2014,2014,,2017/01/12,,,read,,,,1,0
15805923,সঙ্গীসাথী পশুপাখি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""""",3,3.70,অনন্যা,Hardcover,37,1998,1993,,2017/01/12,,,read,,,,1,0
9235361,জলজ,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844830397""","=""""",4,3.50,Dibba Prakash,Paperback,94,2000,2000,,2017/01/12,,,read,,,,1,1
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.16,Dutton Books,Hardcover,313,2012,2012,,2017/04/16,to-read,to-read (#165),to-read,,,,0,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""""","=""""",4,3.52,"Little, Brown",Hardcover,343,2016,2016,,2017/04/16,,,read,,,,1,0
17371074,টাইট্রন একটি গ্রহের নাম,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844541353""","=""""",4,3.87,শিখা প্রকাশনী,Hardcover,92,2004,1996,,2016/04/06,,,read,,,,1,0
8546987,ইকারাস,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9847011400""","=""""",5,3.67,Somoy Prakashan,Hardcover,142,2009,2009,,2017/01/12,,,read,,,,1,0
9239133,বুবুনের বাবা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789849277057""",5,3.83,কাকলী প্রকাশনী,Hardcover,112,1997,1997,,2017/01/12,,,read,,,,1,0
32076101,"হ্যারি পটার অ্যান্ড দ্য প্রিজনার অব আজকাবান (হ্যারি পটার, #৩)",J.K. Rowling,"Rowling, J.K.",মুনীরুজ্জামান,"=""9844641152""","=""9789844641150""",5,4.58,অঙ্কুর প্রকাশনী,Hardcover,348,2006,1999,,2016/10/26,,,read,,,,1,0
32063589,"হ্যারি পটার অ্যান্ড দ্য চেম্বার অব সিক্রেটস (হ্যারি পটার, #২)",J.K. Rowling,"Rowling, J.K.",মুনীরুজ্জামান,"=""9844641039""","=""""",5,4.43,অঙ্কুর প্রকাশনী,Hardcover,312,2004,1998,,2017/04/16,,,read,,,,1,0
22841994,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""1408855658""","=""9781408855652""",5,4.47,Bloomsbury,Paperback,332,2014,1997,,2017/04/16,,,read,,,,1,0
22844208,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""1408855712""","=""9781408855713""",5,4.62,Bloomsbury,Paperback,640,2014,2007,,2016/10/26,,,read,,,,1,0
22844202,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Bloomsbury,Paperback,542,2014,2005,,2016/10/26,,,read,,,,1,0
22844196,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",,"=""1408855690""","=""9781408855690""",5,4.50,Bloomsbury,Paperback,816,2014,2003,,2016/10/26,,,read,,,,1,0
22841998,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",,"=""1408855666""","=""9781408855669""",5,4.43,Bloomsbury,Paperback,360,2014,1998,,2016/10/26,,,read,,,,1,0
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""1423113381""","=""9781423113386""",4,4.10,Disney-Hyperion,Hardcover,528,2010,2010,2017/04/10,2017/03/01,,,read,,,,1,0
22844191,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.57,Bloomsbury,Paperback,640,2014,2000,,2016/10/26,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.90,Delacorte Press,Hardcover,362,2010,2010,,2016/11/05,to-read,to-read (#72),to-read,,,,0,0
23267628,"The Fever Code (The Maze Runner, #0.5)",James Dashner,"Dashner, James",,"=""0553513095""","=""9780553513097""",0,4.06,Delacorte Press,Hardcover,347,2016,2016,,2017/04/11,to-read,to-read (#164),to-read,,,,0,0
13089710,"The Kill Order (The Maze Runner, #0.4)",James Dashner,"Dashner, James",,"=""0385742886""","=""9780385742887""",0,3.71,Delacorte Books for Young Readers,Hardcover,327,2012,2012,,2016/11/05,to-read,to-read (#74),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.41,Riverhead Books,Hardcover,372,2007,2007,,2017/04/11,to-read,to-read (#162),to-read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.33,Riverhead Books,Paperback,371,2004,2003,,2017/03/04,to-read,to-read (#155),to-read,,,,0,0
29055165,"মুক্ত বিহঙ্গ (Masud Rana,# 163,164)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",0,4.48,সেবা প্রকাশনী,Paperback,,,1989,,2017/04/10,to-read,to-read (#161),to-read,,,,0,0
19055104,মালাকাইটের ঝাঁপি,Pavel Bazhov,"Bazhov, Pavel",Noni Bhowmik,"=""""","=""""",5,4.26,"প্রগতি প্রকাশন, মস্কো ",Hardcover,278,1974,1939,2017/04/11,2017/03/01,,,read,wow! ,,,1,0
33741860,"পায়ার অফ কুইনস (The Return of Ravana, #1)",David Hair,"Hair, David",শুভঙ্কর শুভ,"=""""","=""""",0,3.65,আদী প্রকাশন,Hardcover,196,2017,2010,,2017/04/10,to-read,to-read (#160),to-read,,,,0,0
29070291,দ্য এ্যালকেমিস্ট,Paulo Coelho,"Coelho, Paulo",মাকসুদুজ্জামান খান,"=""9843238982""","=""9789843238986""",4,3.90,Rodela Prokashoni,Hardcover,111,2007,1988,2017/01/12,2016/12/19,,,read,,,,1,0
30312241,দ্য ডিভোশন অব সাসপেক্ট এক্স,Keigo Higashino,"Higashino, Keigo",সালমান হক,"=""""","=""""",4,4.15,বাতিঘর প্রকাশনী ,Hardcover,272,2016,2005,2017/02/02,2017/03/01,,,read,,,,1,0
976,Deception Point,Dan Brown,"Brown, Dan",Orkid,"=""0671027387""","=""9780671027384""",4,3.74,Pocket Books,Mass Market Paperback,556,2002,2001,2017/02/02,2016/04/01,,,read,,,,1,0
32840985,প্রাচীন মুদ্রা,মুহম্মদ আলমগীর তৈমূর,"তৈমূর, মুহম্মদ আলমগীর",,"=""""","=""""",0,3.76,সেবা প্রকাশনী ,Paperback,70,2016,,,2017/03/04,to-read,to-read (#159),to-read,,,,0,0
25146277,বংশালের বনলতা,মুহম্মদ আলমগীর তৈমূর,"তৈমূর, মুহম্মদ আলমগীর",,"=""9879848959""","=""""",0,3.93,বৈশাখী প্রকাশ,Hardcover,144,2012,2012,,2017/03/04,to-read,to-read (#158),to-read,,,,0,0
32954669,বজ্রযোগীর প্রত্যাবর্তন,মুহম্মদ আলমগীর তৈমূর,"তৈমূর, মুহম্মদ আলমগীর",,"=""""","=""""",0,3.58,সেবা প্রকাশনী,Paperback,21,2014,,,2017/03/04,to-read,to-read (#157),to-read,,,,0,0
34380157,জাদুর কিংখাব,মুহম্মদ আলমগীর তৈমূর,"তৈমূর, মুহম্মদ আলমগীর",,"=""""","=""9789844952682""",0,3.75,পার্ল পাবলিকেশন্স,Hardcover,192,2017,2017,,2017/03/04,to-read,to-read (#156),to-read,,,,0,0
2652099,তিন গোয়েন্দা সিরিজ,Rakib Hassan,"Hassan, Rakib",Shamsuddin Nawab,"=""""","=""""",5,4.62,সেবা প্রকাশনী,Paperback,,1985,1985,,2017/03/04,,,read,,,,1,0
4001726,The Adventures of Pencil and Screwbolt A Nearly True Story,Yuri Druzhkov,"Druzhkov, Yuri","Nikolai Grishin, Fainna Glagoleva","=""""","=""""",0,4.48,Progress Publishers - Moscow,Hardcover,135,1973,1964,,2017/03/04,to-read,to-read (#154),to-read,,,,0,0
25873531,এমিল ও গোয়েন্দা বাহিনী (এমিল #১),Erich Kästner,"Kästner, Erich","Subrata Barua, Walter Trier","=""""","=""9789844043565""",5,3.98,অনুপম প্রকাশনী,Hardcover,96,2001,1929,,2017/03/04,,,read,,,,1,0
28383751,ফাউন্ডেশন,Isaac Asimov,"Asimov, Isaac",G.H. Habib,"=""""","=""9847020900146""",5,4.17,সন্দেশ,Hardcover,248,1996,1951,,2017/03/01,,,read,,,,1,0
17664401,রাশা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9844009601057""",5,3.84,তাম্রলিপি,Hardcover,240,2010,2010,,2017/01/12,,,read,,,,1,0
24980692,লাবু এলো শহরে,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844042887""","=""""",4,3.41,অনুপম প্রকাশনী,Hardcover,112,2007,2007,,2017/01/12,,,read,,,,1,0
17789019,টি-রেক্সের সন্ধানে,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847027700459""",5,3.95,জ্ঞানকোষ ,Hardcover,80,1995,1995,,2017/01/12,,,read,,,,1,0
17664889,নাট বল্টু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9848485376""","=""""",5,3.87,জ্ঞানকোষ প্রকাশনী,Hardcover,112,2008,2008,,2017/01/12,,,read,,,,1,0
17371397,আকাশ বাড়িয়ে দাও,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847027700442""",5,4.00,জ্ঞানকোষ প্রকাশনী,Hardcover,72,1996,1996,,2017/01/12,,,read,,,,1,0
3923600,১৯৭১,Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""""",4,3.89,মাওলা ব্রাদার্স,Hardcover,68,1993,1986,,2017/03/01,,,read,,,,1,0
16126845,"দারুচিনি দ্বীপ (শুভ্র, #1, দারুচিনি দ্বীপ, #1)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844040027""","=""""",5,3.88,অনুপম প্রকাশনী,Hardcover,92,1990,1990,,2017/03/01,,,read,,,,1,0
14759169,শঙ্খনীল কারাগার,Humayun Ahmed,"Ahmed, Humayun",,"=""9848685235""","=""""",5,4.42,অন্যপ্রকাশ,Hardcover,85,2009,1973,,2016/04/07,,,read,,,,1,0
12359912,"ময়ূরাক্ষী (হিমু, #1)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844125227""","=""""",5,4.02,Anannya Publications,,70,1990,1990,,2017/03/01,,,read,,,,1,0
34189649,এরাইভাল,Nick Pirog,"Pirog, Nick",অনিক শাহরিয়ার,"=""9789849284""","=""9789849284185""",0,3.92,বই এবং আড্ডা ,Paperback,96,2017,2011,,2017/03/01,to-read,to-read (#153),to-read,,,,0,0
33960426,বিষবৃক্ষ,ইকবাল মাহমুদ ইকু,"ইকু, ইকবাল মাহমুদ",,"=""""","=""9789849284161""",0,3.67,এক রঙ্গা এক ঘুড়ি ,Hardcover,80,2017,,,2017/03/01,to-read,to-read (#152),to-read,,,,0,0
24102876,কিশোর নাটকসমগ্র,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9789840425""","=""""",0,3.53,Anupam Prakashani,Hardcover,207,2012,2012,,2017/01/12,to-read,to-read (#150),to-read,,,,0,0
26014506,এক ডজন সায়েন্স ফিকশন,Humayun Ahmed,"Ahmed, Humayun","Mizanur Rahman Kallol, Muhammed Zafar Iqbal, Ali Imam, Ahsan Habib, Hasan Khurshid Rumi, Amol Saha, Dhrubo Esh, Rasel Ahmed, Moshiur Rahman, Sazzad Kobir, Inamul Hoque Moni","=""9848383094""","=""""",0,3.76,সৃজনী,,96,2011,2011,,2017/01/12,to-read,to-read (#149),to-read,,,,0,0
24065343,হাঁকাহাঁকি ডাকাডাকি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847016200441""",0,3.20,পার্ল পাবলিকেশন্স,Hardcover,24,2008,2008,,2017/01/12,to-read,to-read (#148),to-read,,,,0,0
29151064,চার বন্ধু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Sadatuddin Ahmed Amil,"=""""","=""9789844952003""",0,3.48,পার্ল পাবলিকেশন্স,Hardcover,37,2015,2015,,2017/01/12,to-read,to-read (#147),to-read,,,,0,0
25900566,রতন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar","Muhammed Zafar Iqbal, Chinmoy Devorshi","=""""","=""9847016200403""",0,3.78,পার্ল পাবলিশার্স,Paperback,20,2008,2008,,2017/01/12,to-read,to-read (#146),to-read,,,,0,0
23279501,বিশ বছর পর,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847010503546""",0,3.52,অনন্যা,Hardcover,142,2010,1991,,2017/01/12,to-read,to-read (#145),to-read,,,,0,0
25862581,বদনখানি মলিন হলে,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""""",0,3.59,অঙ্কুর প্রকাশনী,Hardcover,116,2012,2012,,2017/01/12,to-read,to-read (#144),to-read,,,,0,0
23960475,কলাম সমগ্র ২,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847010502299""",0,4.05,অনন্যা,Hardcover,679,2010,2010,,2017/01/12,to-read,to-read (#143),to-read,,,,0,0
23959361,কলাম সমগ্র ১,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844123011""","=""9789844123014""",0,3.78,অনন্যা,Hardcover,576,2008,2003,,2017/01/12,to-read,to-read (#142),to-read,,,,0,0
18759148,আরো একটি বিজয় চাই,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",0,3.86, জাগৃতি প্রকাশনী,Hardcover,,,,,2017/01/12,to-read,to-read (#141),to-read,,,,0,0
15849899,সাগরের যত খেলনা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar","Muhammed Zafar Iqbal, Chinmoy Devorshi","=""""","=""9847016200410""",0,2.93,পার্ল পাবলিশার্স,Hardcover,24,2015,2002,,2017/01/12,to-read,to-read (#140),to-read,,,,0,0
21414770,ভয় কিংবা ভালোবাসা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9789844043""","=""""",0,3.16,Anupam Prakashani,Hardcover,56,2014,2014,,2017/01/12,to-read,to-read (#139),to-read,,,,0,0
21414944,ডজন ডজন পশুপাখি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789844950269""",0,3.53,Pearl Publications,Paperback,27,2014,2014,,2017/01/12,to-read,to-read (#138),to-read,,,,0,0
23970248,আরো প্রশ্ন আরো উত্তর,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789848416402""",0,3.83,জাগৃতি প্রকাশনী,Hardcover,172,2012,2012,,2017/01/12,to-read,to-read (#137),to-read,,,,0,0
21414858,বাপ্পার বন্ধু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar","Muhammed Zafar Iqbal, Sabyasachi Mistry","=""""","=""9847009602504""",0,3.70,Tamralipi,Hardcover,16,2014,2014,,2017/01/12,to-read,to-read (#136),to-read,,,,0,0
18759139,দুঃস্বপ্নের রাত এবং দুর্ভাবনার দিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",0,3.33, কাকলী প্রকাশনী,Hardcover,112,2000,2000,,2017/01/12,to-read,to-read (#134),to-read,,,,0,0
18759142,এখনো স্বপ্ন দেখায়,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""984422038X""","=""""",0,3.51, বিদ্যা প্রকাশ,Hardcover,136,2004,,,2017/01/12,to-read,to-read (#135),to-read,,,,0,0
