Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
29345972,ফিনিক্স,জাহিদ হোসেন,"হোসেন, জাহিদ",,"=""""","=""""",3,3.89,বাতিঘর প্রকাশনী ,Hardcover,288,2016,2016,2017/06/13,2016/10/24,,,read,3.5 । ইশ্বরের মুখোশ এর পর এটার প্রতি বেশি প্রত্যাশা ছিলো।  বলতে গেলে হতাশ কিছুটা। তবু কাহিনী বেশ গতিময়।,,,1,1
33867331,মাঝরাতে একটা গল্প শুনিয়েছিলেন,Nosib Ponchom Zehadi,"Zehadi, Nosib Ponchom",,"=""""","=""""",0,4.13,Hridi Prokash,Hardcover,112,2017,2017,,2017/05/22,to-read,to-read (#188),to-read,,,,0,0
18071702,অন্যরকম আটদিন,Shahriar Kabir,"Kabir, Shahriar",,"=""9844580579""","=""""",3,3.67,Somoy Prakashan,Hardcover,84,2003,2003,,2017/05/22,,,read,,,,1,0
18071740,লুসাই পাহাড়ের শয়তান,Shahriar Kabir,"Kabir, Shahriar",,"=""984404041X""","=""""",4,3.48,Anupam Prokashoni,Hardcover,80,,,,2017/05/22,,,read,,,,1,0
18071688,অনীকের জন্য ভালোবাসা,Shahriar Kabir,"Kabir, Shahriar",,"=""""","=""""",5,3.38,Mowla Brothers,Hardcover,72,2006,2006,,2017/05/22,,,read,,,,1,0
18071711,ভয়ঙ্করের মুখোমুখি,Shahriar Kabir,"Kabir, Shahriar",,"=""984410064X""","=""""",4,3.24,Mowla Brothers,Hardcover,72,2005,1996,,2017/05/22,,,read,,,,1,0
18071736,মরু শয়তান,Shahriar Kabir,"Kabir, Shahriar",,"=""""","=""""",3,3.00,Dibboprokash,Hardcover,64,1998,1998,,2017/05/22,,,read,,,,1,1
18071441,বাভারিয়ার রহস্যময় দুর্গ,Shahriar Kabir,"Kabir, Shahriar",,"=""9847018900""","=""""",4,3.66,Shobdoshoily,Hardcover,88,2008,2008,,2017/05/22,,,read,,,,1,0
11298361,কপালকুণ্ডলা,Bankim Chandra Chattopadhyay,"Chattopadhyay, Bankim Chandra",,"=""984180073X""","=""""",4,3.82,বিশ্বসাহিত্য কেন্দ্র,Paperback,71,1990,1866,2017/05/21,2017/05/22,,,read,,,হায় নবকুমার... হায় মৃন্ময়ী!!!,1,0
34599166,আকাশ যারা করলো জয়,Mohammad Nasir Ali,"Ali, Mohammad Nasir",,"=""""","=""""",0,4.20,নওরোজ সাহিত্য সম্ভার,Hardcover,80,2015,,,2017/05/03,to-read,to-read (#187),to-read,,,,0,0
24822461,মৌল বন্ধন ও পর্যায় ধর্ম (সলিড স্টেট সিরিজ #3),Farseem Mannan Mohammedy,"Mohammedy, Farseem Mannan",,"=""""","=""9789844290013""",0,3.33,শুদ্ধস্বর,Paperback,64,2015,2015,,2017/04/27,to-read,to-read (#186),to-read,,,,0,0
23527138,কোয়ান্টাম ও তরঙ্গ (সলিড স্টেট সিরিজ #2),Farseem Mannan Mohammedy,"Mohammedy, Farseem Mannan",,"=""""","=""9789849030430""",0,4.00,শুদ্ধস্বর,Paperback,68,2014,2014,,2017/04/27,to-read,to-read (#185),to-read,,,,0,0
22329699,কেলাসের কথা (সলিড স্টেট সিরিজ #১),Farseem Mannan Mohammedy,"Mohammedy, Farseem Mannan",,"=""""","=""9789849099956""",0,4.11,শুদ্ধস্বর,Paperback,64,2014,2014,,2017/04/27,to-read,to-read (#184),to-read,,,,0,0
22913640,থাকে শুধু অন্ধকার,Farseem Mannan Mohammedy,"Mohammedy, Farseem Mannan",,"=""""","=""9789848882924""",0,4.33,প্রকৃতি-পরিচয়,Paperback,120,2014,2014,,2017/04/27,to-read,to-read (#183),to-read,,,,0,0
24994537,পদার্থবিদ্যার মজার কথা (পদার্থবিদ্যার মজার কথা #২),Yakov Perelman,"Perelman, Yakov",সুব্রত দেবনাথ,"=""""","=""9847015200541""",5,4.44,অনুপম প্রকাশনী,Hardcover,,2009,1913,,2017/04/26,,,read,,,,1,0
16082707,"ধ্বংস পাহাড় (Masud Rana, #1)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",4,4.16,সেবা প্রকাশনী,Paperback,85,1966,1965,,2017/04/26,,,read,,,,1,0
20412008,জাল,Mohammad Nazim Uddin,"Uddin, Mohammad Nazim",,"=""9848729585""","=""9789848729588""",3,3.46,বাতিঘর প্রকাশনী,Hardcover,240,2013,2013,,2017/04/26,,,read,,,,1,0
24269593,দ্য ডে অব দি জ্যাকেল,Frederick Forsyth,"Forsyth, Frederick",Mohammad Nazim Uddin,"=""""","=""""",5,4.26,বাতিঘর প্রকাশনী,Hardcover,,2010,1971,,2017/04/26,,,read,,,,1,1
383350,Vertical Run,Joseph R. Garber,"Garber, Joseph R.",,"=""0553573926""","=""9780553573923""",4,3.89,Bantam,Paperback,320,1996,1995,,2017/04/26,,,read,,,,1,0
17371146,ওমেগা পয়েন্ট,Humayun Ahmed,"Ahmed, Humayun",,"=""9844581869""","=""""",4,3.80,সময় প্রকাশন,Hardcover,112,2003,2003,,2017/04/26,,,read,,,,1,0
16276222,কালো যাদুকর,Humayun Ahmed,"Ahmed, Humayun",,"=""9844950184""","=""""",5,3.72,পার্ল পাবলিকেশন্স,Hardcover,95,1998,1998,,2017/04/26,,,read,,,,1,0
18172206,শূন্য,Humayun Ahmed,"Ahmed, Humayun",,"=""9844580838""","=""""",4,3.83,সময় প্রকাশন,Hardcover,118,2008,1994,,2017/04/26,,,read,,,,1,0
15832965,যখন গিয়েছে ডুবে পঞ্চমীর চাঁদ,Humayun Ahmed,"Ahmed, Humayun",,"=""9844885058""","=""""",4,3.59,জ্ঞানকোষ প্রকাশনী,Hardcover,62,2001,1994,,2017/04/26,,,read,,,,1,0
15721795,আমাদের শাদা বাড়ি,Humayun Ahmed,"Ahmed, Humayun",,"=""9844581079""","=""""",4,3.51,সময় প্রকাশন,Hardcover,48,1996,1996,,2017/04/26,,,read,,,,1,0
23279069,আমার ছেলেবেলা,Humayun Ahmed,"Ahmed, Humayun",,"=""9844370175""","=""""",4,4.30,কাকলী প্রকাশনী,Hardcover,95,2004,1991,,2017/04/26,,,read,,,,1,0
22502703,দি একসরসিস্ট,William Peter Blatty,"Blatty, William Peter",Humayun Ahmed,"=""9848485050""","=""""",5,4.19,জ্ঞানকোষ প্রকাশনী,Hardcover,104,1992,1971,,2017/04/26,,,read,,,,1,0
17904459,"সেলাম প্রফেসর শঙ্কু (Shonku, #8)",Satyajit Ray,"Ray, Satyajit",,"=""8172154569""","=""9788172154561""",5,4.49,Ananda Publishers Pvt. Ltd.,Hardcover,136,1995,1995,,2017/04/26,,,read,,,,1,0
17902170,"পুনশ্চ প্রোফেসর শঙ্কু  (Shonku, #7)",Satyajit Ray,"Ray, Satyajit",,"=""8172152019""","=""""",5,4.38,Ananda Publishers Pvt. Ltd.,Hardcover,106,1993,1993,,2017/04/26,,,read,,,,1,0
23269941,"শঙ্কু একাই ১০০ (Shonku, #6)",Satyajit Ray,"Ray, Satyajit",,"=""8170668832""","=""""",5,4.52,Ananda Publishers Pvt. Ltd.,Hardcover,112,1983,1983,,2017/04/26,,,read,,,,1,0
23269926,"স্বয়ং প্রফেসর শঙ্কু (Shonku, #5)",Satyajit Ray,"Ray, Satyajit",,"=""""","=""""",5,4.51,,Hardcover,69,1980,1980,,2017/04/26,,,read,,,,1,0
670694,"সাবাস প্রোফেসর শঙ্কু (Shonku, #3)",Satyajit Ray,"Ray, Satyajit",,"=""8170668859""","=""9788170668855""",5,4.48,Ananda Publishers Pvt. Ltd.,Hardcover,101,1974,1974,,2017/04/26,,,read,,,,1,0
17902160,"প্রোফেসর শঙ্কুর কান্ডকারখানা (Shonku, #2)",Satyajit Ray,"Ray, Satyajit",,"=""8170668727""","=""9788170668725""",5,4.45,Ananda Publishers Pvt. Ltd.,Hardcover,127,1970,1970,,2017/04/26,,,read,,,,1,0
17662116,"প্রোফেসর শঙ্কু (Shonku, #1)",Satyajit Ray,"Ray, Satyajit",,"=""817215545X""","=""9788172155452""",5,4.50,Ananda Publishers Pvt. Ltd.,Hardcover,165,2010,1965,,2017/04/26,,,read,,,,1,0
17671393,"বৃহন্নলা (মিসির আলি, #5)",Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""""",4,4.05,প্রতীক প্রকাশনা সংস্খা,Hardcover,48,1989,1989,,2017/04/20,,,read,,,,1,0
15832921,"মিসির আলি! আপনি কোথায়? (মিসির আলি, #17)",Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""9847011401015""",4,3.70,Somoy Prokashon,Hardcover,96,2009,2009,,2017/04/20,,,read,,,,1,0
15832899,"মিসির আলি Unsolved (মিসির আলি, #18)",Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""9847013303794""",3,3.81,Kakoli Prokashoni,Hardcover,96,2009,2009,,2017/04/20,,,read,,,,1,0
17672962,"কহেন কবি কালিদাস (মিসির আলি, #14)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844832063""","=""9789844832060""",4,3.91,দিব্যপ্রকাশ,Hardcover,80,2005,2005,,2017/04/20,,,read,,,,1,0
17671426,"মিসির আলির অমীমাংসিত রহস্য (মিসির আলি, #9)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844581052""","=""""",4,4.02,সময় প্রকাশন,Hardcover,108,1996,1996,,2017/04/20,,,read,,,,1,0
17671362,"অন্যভুবন (মিসির আলি, #4)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844120057""","=""""",3,3.74,,Hardcover,58,,,,2017/04/20,,,read,,,,1,0
28424625,পোয়েটিক জাস্টিস,Agatha Christie,"Christie, Agatha","Md. Fuad Al Fidah, Toufir Hasan Ur Rakib","=""""","=""""",4,4.26,Sheba Prokashoni,Paperback,312,2017,1926,,2017/04/16,,,read,,,,1,0
22391027,"হ্যারি পটার অ্যান্ড দি ফিলসফারস স্টোন (হ্যারি পটার, #১)",J.K. Rowling,"Rowling, J.K.","সোহরাব হাসান, শেহাবউদ্দিন আহমেদ","=""9844640911""","=""9789844640917""",5,4.47,অঙ্কুর প্রকাশনী,Hardcover,272,2004,1997,,2017/04/16,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2017/04/16,,,read,,,,1,0
17609271,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",4,4.07,Riverhead ,Kindle Edition,416,2013,2012,,2017/04/11,,,read,,,,1,0
23009821,"কুয়াশা ভলিউম-৫(Kuasha #13,14,15)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841610957""","=""""",3,3.97,সেবা প্রকাশনী,Paperback,208,1992,1992,,2017/04/10,,,read,,,,1,0
23009809,"কুয়াশা ভলিউম-৪ (Kuasha #10,11,12)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",4,3.95,সেবা প্রকাশনী,Paperback,161,1992,1992,,2017/04/10,,,read,,,,1,0
30317931,"কুয়াশা ভলিউম-৩ (Kuasha, #7,8,9)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",4,4.07,সেবা প্রকাশনী,Paperback,,,,,2017/04/10,,,read,,,,1,0
23009805,"কুয়াশা ভলিউম-২ (Kuasha, #4,5,6)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841610922""","=""""",3,4.19,সেবা প্রকাশনী,Paperback,210,1992,1992,,2017/04/10,,,read,,,,1,0
23010011,"কুয়াশা ভলিউম-১৬ (Kuasha #46,47,48)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841611066""","=""""",3,4.04,সেবা প্রকাশনী,Paperback,144,1994,,,2017/04/10,,,read,,,,1,0
23269916,"মহাসংকটে শঙ্কু (Shonku, #4)",Satyajit Ray,"Ray, Satyajit",,"=""""","=""9788170668787""",5,4.45,Ananda Publishers Pvt. Ltd.,Hardcover,93,1980,1980,,2017/03/04,,,read,,,,1,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",4,4.14,Digireads.com,Paperback,123,2005,1887,,2017/03/04,,,read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,4.30,Oxford University Press,Paperback,389,1998,1892,,2017/03/04,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Lígia Junqueira, Mark Hallaq","=""""","=""""",4,4.13,Signet,Mass Market Paperback,256,2001,1901,,2017/03/04,,,read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""0140439072""","=""9780140439076""",4,3.91,Penguin Books,Paperback,129,2001,1890,,2017/03/04,,,read,,,,1,0
194366,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Angus Wilson, Richard Lancelyn Green","=""0192123173""","=""9780192123176""",4,4.29,Oxford University Press,Hardcover,455,1993,1905,,2017/03/04,,,read,,,,1,0
20496966,রিবিট,মোশতাক আহমেদ,"আহমেদ, মোশতাক",,"=""""","=""""",4,3.69,অনিন্দ্য প্রকাশ,Hardcover,,2008,2008,,2017/03/01,,,read,,,,1,0
24747127,রবীন্দ্রনাথ এখানে কখনও খেতে আসেননি,Mohammad Nazim Uddin,"Uddin, Mohammad Nazim",,"=""9848729755""","=""9789380197417""",5,3.99,বাতিঘর প্রকাশনী,Hardcover,272,2015,2015,,2017/01/12,,,read,,,,1,0
30347089,বিজ্ঞান ও গণিত সমগ্র,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9847016681""","=""""",5,4.43,Afsar Brothers,Hardcover,582,2011,,,2017/01/12,,,read,,,,1,0
23959204,বিজ্ঞানের একশ মজার খেলা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847027700428""",5,4.24,জ্ঞানকোষ,Hardcover,78,2009,1994,,2017/01/12,,,read,,,,1,0
28687360,তিতুনি এবং তিতুনি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Sadatuddin Ahmed Amil,"=""""","=""9789849184416""",3,3.32,কাকলী প্রকাশনী,Hardcover,167,2016,2016,,2017/01/12,,,read,,,,1,0
22475793,সায়েন্স ফিকশান সমগ্র ৫,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789848794166""",4,4.12,প্রতীক প্রকাশনা সংস্থা ,Hardcover,702,2013,2013,,2017/01/12,,,read,,,,1,0
18759002,দুঃস্বপ্নের দ্বিতীয় প্রহর,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844371418""","=""""",4,3.56,কাকলী প্রকাশনী,Hardcover,68,2013,,,2017/01/12,,,read,,,,1,0
22011588,আরো একটুখানি বিজ্ঞান,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847013304012""",5,4.37,কাকলী প্রকাশনী,,182,2010,2010,,2017/01/12,,,read,,,,1,0
24394409,আরো টুনটুনি ও আরো ছোটাচ্চু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Sadatuddin Ahmed Amil,"=""""","=""9789844951518""",4,3.77,পার্ল পাবলিকেশন্স,Hardcover,200,2015,2015,,2017/01/12,,,read,,,,1,0
24955984,সেরিনা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789849138754""",3,3.40,সময়,Hardcover,124,2015,2015,,2017/01/12,,,read,,,,1,0
20798860,আঁখি এবং আমরা ক'জন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Dhrubo Esh,"=""""","=""9789848794074""",5,3.65,প্রতীক প্রকাশনা সংস্থা,Hardcover,160,2011,2011,,2017/01/12,,,read,,,,1,0
15712944,রূপ রূপালী,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789848942697""",4,3.36,সময় প্রকাশন,Hardcover,151,2012,2012,,2017/01/12,,,read,,,,1,0
17371110,নূরুল এবং তার নোট বই,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844581117""","=""""",3,3.61,সময় প্রকাশন ,Hardcover,104,2003,1996,,2017/01/12,,,read,,,,1,0
20764538,এখন তখন মানিক রতন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789849075004""",4,3.35,Shuddhashar,Hardcover,120,2014,2014,,2017/01/12,,,read,,,,1,0
20798288,টুনটুনি ও ছোটাচ্চু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Sadatuddin Ahmed Amil,"=""""","=""9789844951167""",4,3.81,পার্ল পাবলিকেশন্স,Hardcover,152,2014,2014,,2017/01/12,,,read,,,,1,0
18757202,ওমিক্রনিক রূপান্তর,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",4,3.68,জ্ঞানকোষ প্রকাশনী,Hardcover,94,1992,1992,,2017/01/12,,,read,,,,1,0
22874527,নিউরনে অনুরণন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Mohammad Kaykobad,"=""9848681884""","=""""",5,4.31,অন্যপ্রকাশ,Hardcover,132,2002,2002,,2017/01/12,,,read,,,,1,0
17661745,রবো নিশি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789844540163""",4,3.44,শিখা প্রকাশনী,Hardcover,144,2010,2010,,2017/01/12,,,read,,,,1,0
17664068,নিউরনে আবারো অনুরণন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Mohammad Kaykobad,"=""9848682376""","=""""",4,4.41,অন্যপ্রকাশ,Hardcover,156,2003,2003,,2017/01/12,,,read,,,,1,0
12317799,দলের নাম ব্ল্যাক ড্রাগন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789848942369""",5,3.51,সময় প্রকাশন,Hardcover,104,2011,2011,,2017/01/12,,,read,,,,1,0
17371105,সিস্টেম এডিফাস,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844150647""","=""""",4,3.58,Abosar ,Hardcover,80,2015,1998,,2017/01/12,,,read,,,,1,0
17788993,অনুরন গোলক,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844222333""","=""""",4,3.64,বিদ্যাপ্রকাশ,Hardcover,96,2008,2008,,2017/01/12,,,read,,,,1,0
4785898,একটুখানি বিজ্ঞান,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844373522""","=""9789844373525""",5,4.30,কাকলী প্রকাশনী,Hardcover,176,2007,2007,,2017/01/12,,,read,,,,1,0
17664353,মহব্বত আলীর একদিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""984868381X""","=""""",3,3.57,অন্যপ্রকাশ,Hardcover,88,2006,2006,,2017/01/12,,,read,,,,1,0
17371117,আমড়া ও ক্র্যাব নেবুলা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844150426""","=""""",4,3.53,অবসর,Hardcover,78,2004,2004,,2017/01/12,,,read,,,,1,0
17570550,ব্ল্যাকহোলের বাচ্চা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789849018346""",5,3.56,সময় প্রকাশন,Hardcover,124,2013,2013,,2017/01/12,,,read,,,,1,0
18757207,শাহনাজ ও ক্যাপ্টেন ডাবলু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847013302018""",4,3.66,কাকলী প্রকাশনী,Hardcover,112,2015,2000,,2017/01/12,,,read,,,,1,0
15849913,অক্টোপাসের চোখ,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847015200473""",3,3.37,অনুপম প্রকাশনী,Hardcover,143,2009,2009,,2017/01/12,,,read,,,,1,0
18757194,মহাকাশে মহাত্রাস,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9848485481""","=""""",4,3.75,জ্ঞানকোষ প্রকাশনী,,63,1992,,,2017/01/12,,,read,,,,1,0
15844643,মেয়েটির নাম নারীনা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847016200489""",3,3.38,পার্ল পাবলিকেশন্স,Hardcover,140,2009,2009,,2017/01/12,,,read,,,,1,0
17661642,ইস্টিশন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847009602191""",4,3.75,তাম্রলিপি,Hardcover,128,2013,2013,,2017/01/12,,,read,,,,1,0
15844558,অন্ধকারের গ্রহ,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847011400198""",4,3.30,Somoy Prokashon,Hardcover,112,2008,2008,,2017/01/12,,,read,,,,1,0
14585832,রাতুলের রাত রাতুলের দিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789844950047""",5,3.54,পার্ল পাবলিকেশন্স,Hardcover,108,2012,2012,,2017/01/12,,,read,,,,1,0
12317586,ক্যাম্প (Camp),Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844123747""","=""""",4,3.84,অনন্যা,Hardcover,72,2010,2010,,2017/01/12,,,read,,,,1,0
18756734,কাবিল কোহকাফী,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""984410307X""","=""""",4,3.81,মাওলা ব্রাদার্স,Hardcover,140,2006,2003,,2017/01/12,,,read,,,,1,0
14878589,একজন অতিমানবী,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844581362""","=""""",3,3.55,Somoy Prokashon,Hardcover,80,1998,1998,,2017/01/12,,,read,,,,1,0
9141962,সবুজ ভেলভেট,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847016201073""",4,3.50,পার্ল পাবলিশার্স,Paperback,64,2010,2010,,2017/01/12,,,read,,,,1,0
18756693,জারুল চৌধুরীর মানিকজোড়,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",5,3.93, জ্ঞানকোষ প্রকাশনী,Hardcover,72,,,,2017/01/12,,,read,,,,1,0
17661756,প্রডিজি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789848765647""",3,3.70,প্রথমা প্রকাশন,Hardcover,151,2011,2011,2017/01/01,2017/01/12,,,read,,,,1,0
13581499,কেপলার টুটুবি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847009601729""",5,3.63,Tamrolipi,Hardcover,144,2012,2012,,2017/01/12,,,read,,,,1,0
17661627,ক্রুগো,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",4,3.81,,Hardcover,79,1998,1998,,2017/01/12,,,read,,,,1,0
17788987,নয় নয় শূন্য তিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844581036""","=""""",3,3.80,সময় প্রকাশন,Hardcover,72,1996,,,2017/01/12,,,read,,,,1,0
9239173,লিটু বৃত্তান্ত,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""984412588X""","=""""",4,3.63,অনন্যা,Hardcover,112,2006,2006,,2017/01/12,,,read,,,,1,0
17619170,রঙিন চশমা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844461057""","=""""",4,4.21,প্রতীক প্রকাশনা সংস্থা,Hardcover,96,2007,2007,,2017/01/12,,,read,,,,1,0
17371069,যারা বায়োবট,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844830249""","=""""",4,3.74,দিব্যপ্রকাশ,Hardcover,63,1993,1993,,2017/01/12,,,read,,,,1,0
17371083,ফোবিয়ানের যাত্রী,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844582830""","=""""",4,3.77,সময় প্রকাশন ,Hardcover,108,2003,2003,,2017/01/12,,,read,,,,1,0
15844564,জলমানব,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844585724""","=""""",3,3.61,সময় প্রকাশন,Hardcover,119,2007,2007,,2017/01/12,,,read,,,,1,0
14879572,বৃষ্টির ঠিকানা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844951796""","=""""",4,4.13,Somoy Prokashon,Hardcover,144,2007,2007,,2017/01/12,,,read,,,,1,0
3923343,সায়েন্স ফিকশান সমগ্র ১,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844460077""","=""""",5,4.30,প্রতীক প্রকাশনা সংস্খা,Hardcover,590,1994,1994,,2017/01/12,,,read,,,,1,0
17788999,রাজু ও আগুনালির ভূত,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844040639""","=""""",5,3.94,অনুপম প্রকাশনী,Hardcover,112,2012,1996,,2017/01/12,,,read,,,,1,0
9239143,প্রজেক্ট নেবুলা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""""",4,3.61,Gyaankosh Prakashani,Hardcover,120,2001,2001,,2017/01/12,,,read,,,,1,0
17789028,ত্রিনিত্রি রাশিমালা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844124433""","=""9789844124431""",4,3.79,অনন্যা ,Hardcover,80,2005,1995,,2017/01/12,,,read,,,,1,0
17788977,নিঃসঙ্গ গ্রহচারী,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844580720""","=""""",5,3.81,সময় প্রকাশন,Hardcover,80,2003,2003,,2017/01/12,,,read,,,,1,0
3918805,ফিনিক্স,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""984458423X""","=""""",5,3.81,Somoy Prokashon,Hardcover,92,2003,2003,,2017/01/12,,,read,,,,1,0
13492255,ত্রাতুলের জগৎ,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844583675""","=""""",4,3.76,সময় প্রকাশন,Hardcover,112,,,,2017/01/12,,,read,,,,1,0
8547582,পৃ,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844581176""","=""""",3,3.68,সময় প্রকাশন,Hardcover,80,1997,,,2017/01/12,,,read,,,,1,0
13453510,বকুলাপ্পু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844120373""","=""""",4,3.70,অনন্যা,Hardcover,76,1997,1997,,2017/01/12,,,read,,,,1,0
